season,n,cor_legacy,cor_s6,boot_delta,ci_lo,ci_hi,p_gt0
2022,4899,0.475230904811932,0.554302289622558,0.0332103652415582,0.0285449750546109,0.0378658509158368,1
2023,4846,0.492824464512997,0.573516647698373,0.0332103652415582,0.0285449750546109,0.0378658509158368,1
2024,5061,0.493089421455424,0.548024384962012,0.0332103652415582,0.0285449750546109,0.0378658509158368,1
2025,4929,0.444630734721337,0.397626276645147,0.0332103652415582,0.0285449750546109,0.0378658509158368,1
,19735,0.470845047758135,0.504032612441839,0.0332103652415582,0.0285449750546109,0.0378658509158368,1
