role,stat_name,mean
LB,corners_won_p90,0.517494851723151
RWB,corners_won_p90,0.486536106516048
LWB,corners_won_p90,0.522640718774254
RF,corners_won_p90,1.0583645443196
LF,corners_won_p90,1.72090639140272
DM,pen_area_entries_p90,2.39555884436384
UNK,pen_area_entries_p90,3.79573585126762
RB,pen_area_entries_p90,3.20713277487886
RM,pen_area_entries_p90,4.04177106783808
LW,pen_area_entries_p90,3.87795833338063
RW,pen_area_entries_p90,4.45261019989037
CM,pen_area_entries_p90,2.65324159958106
CAM,pen_area_entries_p90,3.98983780433578
CF,pen_area_entries_p90,2.18478524003001
CB,pen_area_entries_p90,0.925487376247787
GK,pen_area_entries_p90,0.371311805392612
LM,pen_area_entries_p90,4.04535694687329
LB,pen_area_entries_p90,3.55428401733405
RWB,pen_area_entries_p90,3.41348221951359
LWB,pen_area_entries_p90,3.3143931487417
RF,pen_area_entries_p90,5.71129837702871
LF,pen_area_entries_p90,2.21249292986425
DM,final_third_entries_p90,6.81610075587547
UNK,final_third_entries_p90,5.0567845317039
RB,final_third_entries_p90,5.79275644865217
RM,final_third_entries_p90,3.66928815062305
LW,final_third_entries_p90,2.7093860367474
RW,final_third_entries_p90,2.7743345836844
CM,final_third_entries_p90,6.00712102965435
CAM,final_third_entries_p90,4.23212380032744
CF,final_third_entries_p90,2.1928005962386
CB,final_third_entries_p90,5.86035211325426
GK,final_third_entries_p90,4.48177939815694
LM,final_third_entries_p90,3.75521002481134
LB,final_third_entries_p90,5.71335527916505
RWB,final_third_entries_p90,3.85366886107603
LWB,final_third_entries_p90,3.82090067548288
RF,final_third_entries_p90,4.03901373283396
LF,final_third_entries_p90,1.03400735294118
DM,fouls_p90,1.35939196562924
UNK,fouls_p90,1.77749845041872
RB,fouls_p90,1.12444730442396
RM,fouls_p90,1.09630488235711
LW,fouls_p90,1.07371603409285
RW,fouls_p90,1.06832661447649
CM,fouls_p90,1.33042296711546
CAM,fouls_p90,1.14600530923724
CF,fouls_p90,1.24376857351178
CB,fouls_p90,0.985014584180217
GK,fouls_p90,0.0201677475007496
LM,fouls_p90,1.0823475956511
LB,fouls_p90,1.05434178759093
RWB,fouls_p90,1.01976943583572
LWB,fouls_p90,1.17782266282034
RF,fouls_p90,0.25
LF,fouls_p90,0.932444852941176
DM,was_fouled_p90,1.12038950200497
UNK,was_fouled_p90,1.53467578886926
RB,was_fouled_p90,0.960061090483735
RM,was_fouled_p90,1.15441339019853
LW,was_fouled_p90,1.49998279609498
RW,was_fouled_p90,1.39914950943517
CM,was_fouled_p90,1.19018067190268
CAM,was_fouled_p90,1.39999151791446
CF,was_fouled_p90,1.40012780368611
CB,was_fouled_p90,0.615906139350406
GK,was_fouled_p90,0.159651200327644
LM,was_fouled_p90,1.17494033205213
LB,was_fouled_p90,0.940639926786794
RWB,was_fouled_p90,1.05970890026534
LWB,was_fouled_p90,1.0548318794615
RF,was_fouled_p90,1.56679151061174
LF,was_fouled_p90,1.11538461538462
DM,fwd_zone_pass_p90,28.922371522285
UNK,fwd_zone_pass_p90,28.6055663833261
RB,fwd_zone_pass_p90,24.3357478930584
RM,fwd_zone_pass_p90,22.7038912999461
LW,fwd_zone_pass_p90,23.1696479622304
RW,fwd_zone_pass_p90,23.6909449088837
CM,fwd_zone_pass_p90,26.9913971786377
CAM,fwd_zone_pass_p90,25.3259938600473
CF,fwd_zone_pass_p90,16.6309910477015
CB,fwd_zone_pass_p90,20.5865633748211
GK,fwd_zone_pass_p90,11.2255894346145
LM,fwd_zone_pass_p90,22.884988634042
LB,fwd_zone_pass_p90,25.0872433035527
RWB,fwd_zone_pass_p90,18.1437688920079
LWB,fwd_zone_pass_p90,18.5340371533752
RF,fwd_zone_pass_p90,27.8789013732834
LF,fwd_zone_pass_p90,22.3266049208145
DM,open_play_pass_p90,48.418551964699
UNK,open_play_pass_p90,39.8848050055525
RB,open_play_pass_p90,40.6442350128695
RM,open_play_pass_p90,30.7129681519408
LW,open_play_pass_p90,28.3505062280808
RW,open_play_pass_p90,28.0000039551725
CM,open_play_pass_p90,43.7248711258198
CAM,open_play_pass_p90,32.1774362897401
CF,open_play_pass_p90,20.6966624310673
CB,open_play_pass_p90,52.0638544529182
GK,open_play_pass_p90,21.2639541734132
LM,open_play_pass_p90,31.4238772040086
LB,open_play_pass_p90,40.5200606776535
RWB,open_play_pass_p90,28.1660472921182
LWB,open_play_pass_p90,28.3040530021722
RF,open_play_pass_p90,28.1953807740325
LF,open_play_pass_p90,24.6477304864253
DM,error_lead_to_shot_p90,0.0585791115195936
UNK,error_lead_to_shot_p90,0.0395916011590609
RB,error_lead_to_shot_p90,0.0475453321795015
RM,error_lead_to_shot_p90,0.0338780427200653
LW,error_lead_to_shot_p90,0.0219436745029138
RW,error_lead_to_shot_p90,0.0246077563513263
CM,error_lead_to_shot_p90,0.0514669245424476
CAM,error_lead_to_shot_p90,0.0295852160868574
CF,error_lead_to_shot_p90,0.0151165652647956
CB,error_lead_to_shot_p90,0.0614560306924655
GK,error_lead_to_shot_p90,0.047057463041014
LM,error_lead_to_shot_p90,0.0337802058062803
LB,error_lead_to_shot_p90,0.0461558600586015
RWB,error_lead_to_shot_p90,0.0294611537069088
LWB,error_lead_to_shot_p90,0.0328754090371634
RF,error_lead_to_shot_p90,0
LF,error_lead_to_shot_p90,0
DM,error_lead_to_goal_p90,0.0165763211925329
UNK,error_lead_to_goal_p90,0.0145411562723303
RB,error_lead_to_goal_p90,0.0133354062874499
RM,error_lead_to_goal_p90,0.00765952839465616
LW,error_lead_to_goal_p90,0.00450167204377107
RW,error_lead_to_goal_p90,0.00831935127864268
CM,error_lead_to_goal_p90,0.0137372331498662
CAM,error_lead_to_goal_p90,0.00639572590877229
CF,error_lead_to_goal_p90,0.00395109874809763
CB,error_lead_to_goal_p90,0.0252704902045056
GK,error_lead_to_goal_p90,0.0496111739696789
LM,error_lead_to_goal_p90,0.0104768862971673
LB,error_lead_to_goal_p90,0.0151781418395136
RWB,error_lead_to_goal_p90,0.0155664538670874
LWB,error_lead_to_goal_p90,0.0111910284582306
RF,error_lead_to_goal_p90,0
LF,error_lead_to_goal_p90,0
DM,att_fastbreak_p90,0.0245633179322187
UNK,att_fastbreak_p90,0.193014726518017
RB,att_fastbreak_p90,0.0176007634821469
RM,att_fastbreak_p90,0.097365788653501
LW,att_fastbreak_p90,0.197327862077558
RW,att_fastbreak_p90,0.185936618065307
CM,att_fastbreak_p90,0.0465104769829358
CAM,att_fastbreak_p90,0.157287781517856
CF,att_fastbreak_p90,0.233295998218506
CB,att_fastbreak_p90,0.00275724705560834
GK,att_fastbreak_p90,0
LM,att_fastbreak_p90,0.0914182060623987
LB,att_fastbreak_p90,0.0171613603589572
RWB,att_fastbreak_p90,0.0337402176365639
LWB,att_fastbreak_p90,0.0293278056569453
RF,att_fastbreak_p90,0
LF,att_fastbreak_p90,0
DM,shot_fastbreak_p90,0.0245633179322187
UNK,shot_fastbreak_p90,0.193014726518017
RB,shot_fastbreak_p90,0.0176007634821469
RM,shot_fastbreak_p90,0.097365788653501
LW,shot_fastbreak_p90,0.197327862077558
RW,shot_fastbreak_p90,0.185936618065307
CM,shot_fastbreak_p90,0.0465104769829358
CAM,shot_fastbreak_p90,0.157287781517856
CF,shot_fastbreak_p90,0.233295998218506
CB,shot_fastbreak_p90,0.00275724705560834
GK,shot_fastbreak_p90,0
LM,shot_fastbreak_p90,0.0914182060623987
LB,shot_fastbreak_p90,0.0171613603589572
RWB,shot_fastbreak_p90,0.0337402176365639
LWB,shot_fastbreak_p90,0.0293278056569453
RF,shot_fastbreak_p90,0
LF,shot_fastbreak_p90,0
DM,att_openplay_p90,0.59382859467364
UNK,att_openplay_p90,1.57697908847525
RB,att_openplay_p90,0.355452642016183
RM,att_openplay_p90,0.872223163148439
LW,att_openplay_p90,1.64717395272986
RW,att_openplay_p90,1.57237969909153
CM,att_openplay_p90,0.729788548630743
CAM,att_openplay_p90,1.51814836163285
CF,att_openplay_p90,1.83740868400328
CB,att_openplay_p90,0.0973201491351258
GK,att_openplay_p90,0
LM,att_openplay_p90,0.920452752941532
LB,att_openplay_p90,0.368963702468789
RWB,att_openplay_p90,0.403148461565098
LWB,att_openplay_p90,0.44605285382037
RF,att_openplay_p90,2.06398252184769
LF,att_openplay_p90,1.53400735294118
DM,att_setpiece_p90,0.0583299375061269
UNK,att_setpiece_p90,0.105529057403833
RB,att_setpiece_p90,0.0425119970251975
RM,att_setpiece_p90,0.048338220932853
LW,att_setpiece_p90,0.0691980301426153
RW,att_setpiece_p90,0.070063150789026
CM,att_setpiece_p90,0.0588441052872464
CAM,att_setpiece_p90,0.0761576827927013
CF,att_setpiece_p90,0.0993125328089378
CB,att_setpiece_p90,0.0940744814038318
GK,att_setpiece_p90,0.000574099893381448
LM,att_setpiece_p90,0.0508868959711243
LB,att_setpiece_p90,0.0391007289436278
RWB,att_setpiece_p90,0.0221983161723325
LWB,att_setpiece_p90,0.0448979257426327
RF,att_setpiece_p90,0
LF,att_setpiece_p90,0
DM,att_headed_p90,0.109294252143327
UNK,att_headed_p90,0.32754645672207
RB,att_headed_p90,0.0839611179951015
RM,att_headed_p90,0.0993182977520173
LW,att_headed_p90,0.162183124227503
RW,att_headed_p90,0.143315474297378
CM,att_headed_p90,0.114265914895693
CAM,att_headed_p90,0.184432506494494
CF,att_headed_p90,0.442423966001901
CB,att_headed_p90,0.285578225763599
GK,att_headed_p90,0.00188632822111047
LM,att_headed_p90,0.0984725110687214
LB,att_headed_p90,0.0720671208319184
RWB,att_headed_p90,0.0421200991318664
LWB,att_headed_p90,0.0653359307449911
RF,att_headed_p90,0.252808988764045
LF,att_headed_p90,0.5
DM,att_one_on_one_p90,0.0049657100079287
UNK,att_one_on_one_p90,0.0513425714858624
RB,att_one_on_one_p90,0.00613290061650455
RM,att_one_on_one_p90,0.0226928417413167
LW,att_one_on_one_p90,0.0518060625656532
RW,att_one_on_one_p90,0.0476748772411901
CM,att_one_on_one_p90,0.0124027208562373
CAM,att_one_on_one_p90,0.0384189268761523
CF,att_one_on_one_p90,0.0800317507681948
CB,att_one_on_one_p90,0.00081168380793849
GK,att_one_on_one_p90,0
LM,att_one_on_one_p90,0.0263729763578692
LB,att_one_on_one_p90,0.00486315936548674
RWB,att_one_on_one_p90,0.0112053803259733
LWB,att_one_on_one_p90,0.00782952220023945
RF,att_one_on_one_p90,0.25
LF,att_one_on_one_p90,0
DM,crosses_open_play_p90,0.738122152397987
UNK,crosses_open_play_p90,2.13021815573133
RB,crosses_open_play_p90,2.16248122052576
RM,crosses_open_play_p90,2.64360345233138
LW,crosses_open_play_p90,2.20007050889695
RW,crosses_open_play_p90,2.58874024794358
CM,crosses_open_play_p90,0.901580986032846
CAM,crosses_open_play_p90,1.59405489774619
CF,crosses_open_play_p90,0.989497758120712
CB,crosses_open_play_p90,0.256865978600726
GK,crosses_open_play_p90,0.000328057081932256
LM,crosses_open_play_p90,2.62035353229566
LB,crosses_open_play_p90,2.45812645376069
RWB,crosses_open_play_p90,2.36059216118837
LWB,crosses_open_play_p90,2.51249630994994
RF,crosses_open_play_p90,4.51123595505618
LF,crosses_open_play_p90,3.12319711538462
DM,penalty_won_p90,0.00403750388937722
UNK,penalty_won_p90,0.0197576046658226
RB,penalty_won_p90,0.00538540534169365
RM,penalty_won_p90,0.0115983197757522
LW,penalty_won_p90,0.0217287777198111
RW,penalty_won_p90,0.0187166377254209
CM,penalty_won_p90,0.0058134857976272
CAM,penalty_won_p90,0.0149407965199672
CF,penalty_won_p90,0.0256988892966547
CB,penalty_won_p90,0.00414289394492712
GK,penalty_won_p90,0
LM,penalty_won_p90,0.0128305928949513
LB,penalty_won_p90,0.00523867983678459
RWB,penalty_won_p90,0.00609756097560976
LWB,penalty_won_p90,0.00610687022900763
RF,penalty_won_p90,0
LF,penalty_won_p90,0
DM,penalty_conceded_p90,0.0130437072950954
UNK,penalty_conceded_p90,0.0151234281658597
RB,penalty_conceded_p90,0.0197241088587804
RM,penalty_conceded_p90,0.0104424010260901
LW,penalty_conceded_p90,0.00651166487498376
RW,penalty_conceded_p90,0.00684195996961028
CM,penalty_conceded_p90,0.0117352225466475
CAM,penalty_conceded_p90,0.00496506740909916
CF,penalty_conceded_p90,0.00339023451577805
CB,penalty_conceded_p90,0.0291635145880528
GK,penalty_conceded_p90,0.0128456036837289
LM,penalty_conceded_p90,0.0120478726452713
LB,penalty_conceded_p90,0.0221766077908129
RWB,penalty_conceded_p90,0.0156533399360412
LWB,penalty_conceded_p90,0.0251771704533882
RF,penalty_conceded_p90,0
LF,penalty_conceded_p90,0
DM,offtarget_att_assist_p90,0.34713994208845
UNK,offtarget_att_assist_p90,0.521054398179876
RB,offtarget_att_assist_p90,0.32039808656593
RM,offtarget_att_assist_p90,0.466349550398355
LW,offtarget_att_assist_p90,0.542105267483538
RW,offtarget_att_assist_p90,0.551683913893593
CM,offtarget_att_assist_p90,0.379222201500369
CAM,offtarget_att_assist_p90,0.567100497534969
CF,offtarget_att_assist_p90,0.383903123826959
CB,offtarget_att_assist_p90,0.101211511171842
GK,offtarget_att_assist_p90,0.0108268052124216
LM,offtarget_att_assist_p90,0.486142704725494
LB,offtarget_att_assist_p90,0.377370310078217
RWB,offtarget_att_assist_p90,0.383247231631391
LWB,offtarget_att_assist_p90,0.369024048917873
RF,offtarget_att_assist_p90,0.252808988764045
LF,offtarget_att_assist_p90,0.538461538461538
DM,last_man_tackle_p90,0.00625024392303303
UNK,last_man_tackle_p90,0.0111335465948328
RB,last_man_tackle_p90,0.0193433214231751
RM,last_man_tackle_p90,0.00482732496678069
LW,last_man_tackle_p90,0.00148254803370594
RW,last_man_tackle_p90,0.00154973482041294
CM,last_man_tackle_p90,0.00393275655916708
CAM,last_man_tackle_p90,0.00124298347315879
CF,last_man_tackle_p90,0.000326397014482162
CB,last_man_tackle_p90,0.0477822882299676
GK,last_man_tackle_p90,0.0140233913848325
LM,last_man_tackle_p90,0.0061100912277621
LB,last_man_tackle_p90,0.0171326365553443
RWB,last_man_tackle_p90,0.0143007432776952
LWB,last_man_tackle_p90,0.0140626330984347
RF,last_man_tackle_p90,0
LF,last_man_tackle_p90,0
DM,six_yard_block_p90,0.016605570701093
UNK,six_yard_block_p90,0.0484396462639979
RB,six_yard_block_p90,0.0155202339315923
RM,six_yard_block_p90,0.0227823055620685
LW,six_yard_block_p90,0.0406680782401588
RW,six_yard_block_p90,0.0391630307720649
CM,six_yard_block_p90,0.0210020831260562
CAM,six_yard_block_p90,0.0378735918231076
CF,six_yard_block_p90,0.0585105320551632
CB,six_yard_block_p90,0.0289406198120968
GK,six_yard_block_p90,0.000164028540966128
LM,six_yard_block_p90,0.0239521833762986
LB,six_yard_block_p90,0.0173773863544594
RWB,six_yard_block_p90,0.0100616003598561
LWB,six_yard_block_p90,0.0188704339660682
RF,six_yard_block_p90,0.277777777777778
LF,six_yard_block_p90,0.5
DM,clearance_off_line_p90,0.00456439003557491
UNK,clearance_off_line_p90,0.00454465457686855
RB,clearance_off_line_p90,0.012900795867864
RM,clearance_off_line_p90,0.00491285983548664
LW,clearance_off_line_p90,0.00204430294293961
RW,clearance_off_line_p90,0.00160194888262699
CM,clearance_off_line_p90,0.0040293768705528
CAM,clearance_off_line_p90,0.0010703473974921
CF,clearance_off_line_p90,0.00195324932096749
CB,clearance_off_line_p90,0.0235155649077259
GK,clearance_off_line_p90,0
LM,clearance_off_line_p90,0.00688685233476024
LB,clearance_off_line_p90,0.0137504985139145
RWB,clearance_off_line_p90,0.0255214709334767
LWB,clearance_off_line_p90,0.011123227917121
RF,clearance_off_line_p90,0
LF,clearance_off_line_p90,0
DM,unsuccessful_touch_p90,1.16022729152851
UNK,unsuccessful_touch_p90,2.42349586633345
RB,unsuccessful_touch_p90,1.12510255951582
RM,unsuccessful_touch_p90,1.79240679264815
LW,unsuccessful_touch_p90,2.31410218411655
RW,unsuccessful_touch_p90,2.34075550347225
CM,unsuccessful_touch_p90,1.31725350429529
CAM,unsuccessful_touch_p90,2.15054159018641
CF,unsuccessful_touch_p90,2.56432311187903
CB,unsuccessful_touch_p90,0.507819159243629
GK,unsuccessful_touch_p90,0.0293236599905835
LM,unsuccessful_touch_p90,1.76988062369014
LB,unsuccessful_touch_p90,1.17729996940787
RWB,unsuccessful_touch_p90,1.48438524131135
LWB,unsuccessful_touch_p90,1.36319016858073
RF,unsuccessful_touch_p90,2.08333333333333
LF,unsuccessful_touch_p90,0.991586538461539
DM,overrun_p90,0.0547571322088727
UNK,overrun_p90,0.181432893864043
RB,overrun_p90,0.0860150512519166
RM,overrun_p90,0.162482048559086
LW,overrun_p90,0.240966131100844
RW,overrun_p90,0.228183768761227
CM,overrun_p90,0.0676187822137663
CAM,overrun_p90,0.138989800790672
CF,overrun_p90,0.144782074565526
CB,overrun_p90,0.0162253322347684
GK,overrun_p90,0.000246042811449192
LM,overrun_p90,0.156289614674085
LB,overrun_p90,0.0887624271944023
RWB,overrun_p90,0.0931816483902474
LWB,overrun_p90,0.125301381066621
RF,overrun_p90,0.252808988764045
LF,overrun_p90,0
DM,flick_on_p90,0.270552720088299
UNK,flick_on_p90,0.812093670103557
RB,flick_on_p90,0.141627955557233
RM,flick_on_p90,0.439408635124308
LW,flick_on_p90,0.551150644996078
RW,flick_on_p90,0.583669913945517
CM,flick_on_p90,0.397763053154995
CAM,flick_on_p90,0.758122596482177
CF,flick_on_p90,1.17673377691589
CB,flick_on_p90,0.0961233886398987
GK,flick_on_p90,8.20142704830641e-05
LM,flick_on_p90,0.363679763279364
LB,flick_on_p90,0.115866519384302
RWB,flick_on_p90,0.283371305127274
LWB,flick_on_p90,0.275207746966369
RF,flick_on_p90,0.277777777777778
LF,flick_on_p90,0.25
DM,xg_per90,0.0811649818431642
UNK,xg_per90,0.257274780035817
RB,xg_per90,0.0512145551904588
RM,xg_per90,0.113531789783168
LW,xg_per90,0.222875108412836
RW,xg_per90,0.209850455136541
CM,xg_per90,0.0997074010327022
CAM,xg_per90,0.226952358980275
CF,xg_per90,0.375263401822957
CB,xg_per90,0.0733033509700176
GK,xg_per90,0.00444271303206758
LM,xg_per90,0.122255100165411
LB,xg_per90,0.0530931223371881
RWB,xg_per90,0.0562957317073171
LWB,xg_per90,0.0606259541984733
RF,xg_per90,0.2125
LF,xg_per90,0.31
DM,npxg_per90,0.0751614486210619
UNK,npxg_per90,0.243895766824989
RB,npxg_per90,0.0502409638554217
RM,npxg_per90,0.10811098860713
LW,npxg_per90,0.20524501300954
RW,npxg_per90,0.191014304291287
CM,npxg_per90,0.0910510613884108
CAM,npxg_per90,0.201641481139693
CF,npxg_per90,0.328000926927236
CB,npxg_per90,0.0718320987654321
GK,npxg_per90,0.00437710161568113
LM,npxg_per90,0.11427494945782
LB,npxg_per90,0.0511661594643944
RWB,npxg_per90,0.0538414634146341
LWB,npxg_per90,0.0594045801526718
RF,npxg_per90,0.2125
LF,npxg_per90,0.31
DM,xa_per90_xmetrics,0.0658720188438512
UNK,xa_per90_xmetrics,0.126762698227309
RB,xa_per90_xmetrics,0.0734501642935378
RM,xa_per90_xmetrics,0.117522969496509
LW,xa_per90_xmetrics,0.136483087597572
RW,xa_per90_xmetrics,0.140877763328999
CM,xa_per90_xmetrics,0.0755720022948939
CAM,xa_per90_xmetrics,0.133515976467874
CF,xa_per90_xmetrics,0.099482980586024
CB,xa_per90_xmetrics,0.0192913580246914
GK,xa_per90_xmetrics,0.00305093086196998
LM,xa_per90_xmetrics,0.116552104392575
LB,xa_per90_xmetrics,0.0820413877054169
RWB,xa_per90_xmetrics,0.0808841463414634
LWB,xa_per90_xmetrics,0.088412213740458
RF,xa_per90_xmetrics,0.26
LF,xa_per90_xmetrics,0.08
DM,xpass_overperformance_per90_xmetrics,0.654849347335362
UNK,xpass_overperformance_per90_xmetrics,-0.249257182901191
RB,xpass_overperformance_per90_xmetrics,0.704177923816478
RM,xpass_overperformance_per90_xmetrics,-0.209283351708931
LW,xpass_overperformance_per90_xmetrics,-0.391853859496964
RW,xpass_overperformance_per90_xmetrics,-0.426775032509753
CM,xpass_overperformance_per90_xmetrics,0.337932874354561
CAM,xpass_overperformance_per90_xmetrics,-0.36831699157919
CF,xpass_overperformance_per90_xmetrics,-1.12384829290901
CB,xpass_overperformance_per90_xmetrics,1.49285784832452
GK,xpass_overperformance_per90_xmetrics,0.734957762650701
LM,xpass_overperformance_per90_xmetrics,-0.19843227347914
LB,xpass_overperformance_per90_xmetrics,0.667068776628119
RWB,xpass_overperformance_per90_xmetrics,-0.231905487804878
LWB,xpass_overperformance_per90_xmetrics,-0.34387786259542
RF,xpass_overperformance_per90_xmetrics,0.9925
LF,xpass_overperformance_per90_xmetrics,0.4875
DM,npg_minus_npxg_per90,-0.0106272450682108
UNK,npg_minus_npxg_per90,-0.0271998494640401
RB,npg_minus_npxg_per90,-0.00848314470001217
RM,npg_minus_npxg_per90,-0.005893605292172
LW,npg_minus_npxg_per90,-0.00923178664353859
RW,npg_minus_npxg_per90,-0.00503771131339402
CM,npg_minus_npxg_per90,-0.00733729202524383
CAM,npg_minus_npxg_per90,-0.00436324835621179
CF,npg_minus_npxg_per90,-0.0253621195736135
CB,npg_minus_npxg_per90,-0.021672733686067
GK,npg_minus_npxg_per90,-0.000191667350118921
LM,npg_minus_npxg_per90,-0.0054940268333027
LB,npg_minus_npxg_per90,-0.00804211807668898
RWB,npg_minus_npxg_per90,-0.010422256097561
LWB,npg_minus_npxg_per90,-0.0306839694656489
RF,npg_minus_npxg_per90,-0.21125
LF,npg_minus_npxg_per90,-0.30825
DM,ibox_g_minus_xg_per90,-0.0111593875748356
UNK,ibox_g_minus_xg_per90,-0.0254209556438008
RB,ibox_g_minus_xg_per90,-0.00539138371668492
RM,ibox_g_minus_xg_per90,-0.0023234105108416
LW,ibox_g_minus_xg_per90,-0.00989418907198612
RW,ibox_g_minus_xg_per90,-0.0107837017771998
CM,ibox_g_minus_xg_per90,-0.00758777969018933
CAM,ibox_g_minus_xg_per90,-0.00654319990771715
CF,ibox_g_minus_xg_per90,-0.029115093465163
CB,ibox_g_minus_xg_per90,-0.0211046560846561
GK,ibox_g_minus_xg_per90,-0.000192323464282785
LM,ibox_g_minus_xg_per90,-0.00653409299761073
LB,ibox_g_minus_xg_per90,-0.00579293974437006
RWB,ibox_g_minus_xg_per90,-0.00953353658536585
LWB,ibox_g_minus_xg_per90,-0.0229343511450382
RF,ibox_g_minus_xg_per90,-0.18875
LF,ibox_g_minus_xg_per90,-0.27575
DM,obox_g_minus_xg_per90,-0.000426931004023948
UNK,obox_g_minus_xg_per90,-0.00162656700147941
RB,obox_g_minus_xg_per90,-0.00321236460995497
RM,obox_g_minus_xg_per90,-0.00345222344726204
LW,obox_g_minus_xg_per90,-0.00238161318300087
RW,obox_g_minus_xg_per90,0.00468205461638492
CM,obox_g_minus_xg_per90,2.26047045324152e-05
CAM,obox_g_minus_xg_per90,0.00184611835275118
CF,obox_g_minus_xg_per90,0.000520006179514908
CB,obox_g_minus_xg_per90,-0.000871181657848325
GK,obox_g_minus_xg_per90,1.70589682604773e-05
LM,obox_g_minus_xg_per90,-0.000411505238007719
LB,obox_g_minus_xg_per90,-0.0022546561168594
RWB,obox_g_minus_xg_per90,-0.000271341463414634
LWB,obox_g_minus_xg_per90,-0.00897251908396946
RF,obox_g_minus_xg_per90,-0.02275
LF,obox_g_minus_xg_per90,-0.0325
DM,placement_added_per90,-0.00644577485523604
UNK,placement_added_per90,-0.00660717900801993
RB,placement_added_per90,-0.00485469149324571
RM,placement_added_per90,-0.000919331128261669
LW,placement_added_per90,-0.00439614050303556
RW,placement_added_per90,0.00470762895535327
CM,placement_added_per90,-0.00388680436029834
CAM,placement_added_per90,0.00744353443303726
CF,placement_added_per90,-0.00408388691487718
CB,placement_added_per90,-0.00893611992945326
GK,placement_added_per90,-0.000154022799967194
LM,placement_added_per90,-0.00430398823745635
LB,placement_added_per90,-0.00518514911746805
RWB,placement_added_per90,-0.00789939024390244
LWB,placement_added_per90,-0.0187160305343511
RF,placement_added_per90,-0.05275
LF,placement_added_per90,-0.163
DM,aerial_woe_per90,0.0094735499067622
UNK,aerial_woe_per90,-0.105017181863012
RB,aerial_woe_per90,0.019197152245345
RM,aerial_woe_per90,-0.0935205806688717
LW,aerial_woe_per90,-0.139448612315698
RW,aerial_woe_per90,-0.154546163849155
CM,aerial_woe_per90,-0.011515834767642
CAM,aerial_woe_per90,-0.176734340754412
CF,aerial_woe_per90,-0.133833565065142
CB,aerial_woe_per90,0.210291358024691
GK,aerial_woe_per90,0.0713830886574264
LM,aerial_woe_per90,-0.100378423083992
LB,aerial_woe_per90,0.000458186244674376
RWB,aerial_woe_per90,-0.0398003048780488
LWB,aerial_woe_per90,-0.0404885496183206
RF,aerial_woe_per90,-0.38525
LF,aerial_woe_per90,-0.12975
DM,aerial_poss_woe_per90,-0.0141931494749239
UNK,aerial_poss_woe_per90,-0.0633676191959303
RB,aerial_poss_woe_per90,-0.0658967993184861
RM,aerial_poss_woe_per90,-0.0338375597206909
LW,aerial_poss_woe_per90,-0.0208501734605377
RW,aerial_poss_woe_per90,-0.0234024707412224
CM,aerial_poss_woe_per90,-0.0127059093516925
CAM,aerial_poss_woe_per90,-0.0152906909678164
CF,aerial_poss_woe_per90,-0.0607503475977136
CB,aerial_poss_woe_per90,-0.121914920634921
GK,aerial_poss_woe_per90,0.0324177806938407
LM,aerial_poss_woe_per90,-0.0387454512038228
LB,aerial_poss_woe_per90,-0.0663069993913573
RWB,aerial_poss_woe_per90,-0.0618993902439024
LWB,aerial_poss_woe_per90,-0.0294671755725191
RF,aerial_poss_woe_per90,0
LF,aerial_poss_woe_per90,-0.05075
DM,takeon_woe_per90,-0.0290121699872411
UNK,takeon_woe_per90,-0.127363570297698
RB,takeon_woe_per90,-0.00907265425337715
RM,takeon_woe_per90,-0.0997883131201764
LW,takeon_woe_per90,-0.162373590633131
RW,takeon_woe_per90,-0.155000866926745
CM,takeon_woe_per90,-0.0644408491107286
CAM,takeon_woe_per90,-0.172135194370746
CF,takeon_woe_per90,-0.179648952057264
CB,takeon_woe_per90,0.0174863844797178
GK,takeon_woe_per90,0.00419929467727385
LM,takeon_woe_per90,-0.12661312258776
LB,takeon_woe_per90,-0.0240404138770542
RWB,takeon_woe_per90,-0.0761676829268293
LWB,takeon_woe_per90,-0.0330274809160305
RF,takeon_woe_per90,-0.526
LF,takeon_woe_per90,0.08975
DM,tackle_poss_woe_per90,-0.138363136716066
UNK,tackle_poss_woe_per90,-0.129494043447793
RB,tackle_poss_woe_per90,-0.101227455275648
RM,tackle_poss_woe_per90,-0.101940646821022
LW,tackle_poss_woe_per90,-0.0729395056374675
RW,tackle_poss_woe_per90,-0.085677069787603
CM,tackle_poss_woe_per90,-0.123234825014343
CAM,tackle_poss_woe_per90,-0.0846825470065752
CF,tackle_poss_woe_per90,-0.0417233637159483
CB,tackle_poss_woe_per90,-0.0731432804232804
GK,tackle_poss_woe_per90,-0.00139022389895842
LM,tackle_poss_woe_per90,-0.109772284506525
LB,tackle_poss_woe_per90,-0.104364333536214
RWB,tackle_poss_woe_per90,-0.0997576219512195
LWB,tackle_poss_woe_per90,-0.173572519083969
RF,tackle_poss_woe_per90,-0.072
LF,tackle_poss_woe_per90,-0.186
DM,containment_woe_per90,0.125751987437433
UNK,containment_woe_per90,0.0192227932206909
RB,containment_woe_per90,0.139255689424364
RM,containment_woe_per90,-0.0124375229694965
LW,containment_woe_per90,-0.0678839982653946
RW,containment_woe_per90,-0.103386649328132
CM,containment_woe_per90,0.0651053930005737
CAM,containment_woe_per90,-0.0350810935517361
CF,containment_woe_per90,-0.0426612595911221
CB,containment_woe_per90,0.145534285714286
GK,containment_woe_per90,-0.00486836709587468
