"stat_name","beta","sd"
"goals_p90",-0.10269658732298,0.713020443142255
"shots_p90",0.134307789924773,6.39429733385646
"shots_on_target_p90",0.0217395416893597,2.25748764158762
"shots_ibox_p90",-0.0434342517112148,3.63061979862559
"shots_obox_p90",-0.0639375952190505,2.11567341491482
"big_chance_scored_p90",0.0571809571073887,0.419434035437645
"big_chance_missed_p90",0.00405441206023484,0.597967120285909
"assists_p90",0.0486337010059511,0.487081253556497
"big_chance_created_p90",-0.0250386492185604,0.725587398595848
"total_att_assist_p90",0.134106239009282,4.72111508403893
"key_passes_p90",-0.0833557746651884,8.16285334851942
"through_balls_p90",-0.000175821705980614,0.598129190335445
"passes_p90",-0.057785835370079,219.291006559655
"passes_accurate_p90",0.0437151829278092,177.868566898119
"final_third_passes_p90",-0.0573538627237967,61.6200484797469
"long_balls_p90",0.122111202772138,30.6307465353483
"crosses_p90",0.0303867334586319,9.41091872338876
"forward_pass_p90",-0.15589225609037,77.7233518712853
"tackles_p90",-0.105033017296591,8.25050917403281
"tackles_won_p90",0.195403187069968,5.37874819111845
"interceptions_p90",-0.158101152496495,5.66837354175522
"interceptions_won_p90",-0.0434350068103367,5.66830834914867
"clearances_p90",0.153409990909686,10.1493618357977
"clearances_effective_p90",-0.183501277195689,9.86676951352406
"blocks_p90",0.0786889502973005,1.53307576189025
"blocked_passes_p90",-0.0245107723914149,6.51728424728324
"duel_won_p90",-0.0493030298459713,26.1767824547774
"duel_lost_p90",0.00564657929227708,25.9565522638246
"aerial_won_p90",0.0269054867888554,8.37585534538652
"aerial_lost_p90",0.0853401300356987,8.2229400792428
"touches_p90",0.0244751448281003,312.376190796325
"touches_opp_box_p90",-0.0711915465864888,10.5368047176273
"poss_won_def3rd_p90",0.176347375651145,11.6345558462169
"poss_won_mid3rd_p90",0.114494901109473,11.3687681224915
"poss_won_att3rd_p90",0.0317059700568439,1.92663148385163
"ball_recovery_p90",-0.100892520472808,28.6615202085795
"dispossessed_p90",0.0190145321974799,4.83763358930456
"turnover_p90",0.0969225275798857,7.31426742345608
"times_tackled_p90",-0.0549432292776034,6.26603210806697
"corners_taken_p90",-0.0364806512575203,2.76392267284672
"corners_won_p90",0.0440561133536489,2.53170681497685
"pen_area_entries_p90",-0.0803652960521022,14.364035762156
"final_third_entries_p90",0.0782792917866761,28.7021558623106
"fouls_p90",0.000979577729028132,6.24673081646073
"was_fouled_p90",0.0800390318879638,6.04963215531101
"fwd_zone_pass_p90",0.0651702910380309,127.600829120986
"open_play_pass_p90",-0.0461930449516277,207.197929320798
"error_lead_to_shot_p90",0.0379857940477457,0.114449774322932
"error_lead_to_goal_p90",0.0193224684317249,0.0682568177527485
"att_fastbreak_p90",0.0977530905234461,0.232819213830177
"shot_fastbreak_p90",-0.0796039195799047,0.253266586212007
"att_openplay_p90",-0.123389005372298,4.66297879797115
"att_setpiece_p90",0.00205526481934604,0.425573015100756
"att_headed_p90",-0.0237680052404007,1.0820949699617
"att_one_on_one_p90",0.00544040706305599,0.121783976163682
"crosses_open_play_p90",-0.0174744102759154,7.18409579492573
"penalty_won_p90",-0.00266520589996677,0.0791144383327163
"penalty_conceded_p90",0.00939366155434729,0.0921359451667874
"offtarget_att_assist_p90",-0.0458132438087299,1.94347582798332
"last_man_tackle_p90",0.0129436270006286,0.0353226872696781
"six_yard_block_p90",-0.0309708658203295,0.144860640681903
"clearance_off_line_p90",-0.00834759501335977,0.0588404133561421
"unsuccessful_touch_p90",0.0604018412968101,7.31426742345608
"overrun_p90",-0.0296915455661351,0.88965063247749
"flick_on_p90",-0.00220939888217356,3.27884191444617
"shot_accuracy",0.0364647386230366,1.36087112032194
"goals_per_shot",0.00246173780395633,0.372745592308491
"pass_accuracy",-0.0150699640133634,4.1908916645103
"tackle_success",-0.296337917045576,2.97029757777259
"duel_success",0.276329376093573,2.82219955481262
"aerial_success",0.0112872517412524,2.60002129217306
"big_chance_conversion",0.00797534575191395,1.23804919256567
"final_third_pass_acc",0.0278421245115852,3.37294568275642
"long_ball_accuracy",-0.189120703653764,2.60807165115005
"cross_accuracy",-0.0454486572906083,0.974377678440148
"fwd_zone_pass_accuracy",0.0958867290683656,3.54450658051581
"open_play_pass_accuracy",0.113103596476518,4.19983861845391
"crosses_open_play_accuracy",0.0162786262609653,0.888317053352126
"bad_touch_rate",-0.0766494346376501,0.160995974478348
"errors_total_p90",-0.0302404773773283,0.191752203061775
"headed_goal_rate",-0.0361285602127658,0.118021328031806
"flick_on_accuracy",0.0173692608254171,0.6222351894335
"back_zone_pass_accuracy",-0.278623015776237,4.681499618876
"chipped_pass_accuracy",0.149710963190909,2.38744766380896
"ibox_goal_rate",-0.0463949451361552,0.349737990377051
"obox_goal_rate",-0.00320570637339701,0.0691354042900066
"penalty_conversion",-0.0261609224787907,0.0847216227966007
"long_pass_own_to_opp_accuracy",0.133930616035095,2.94311519897608
"fifty_fifty_success",0.0162996447671472,1.00548296232846
"poss_lost_ctrl_per_touch",-0.084552799977008,1.32505926578762
