"stat_name","beta","sd"
"goals_p90",-0.00231271462140723,0.268849885471862
"shots_p90",0,1.87878662528545
"shots_on_target_p90",0,0.734440761990109
"shots_ibox_p90",0,2.35176754588703
"shots_obox_p90",0,1.34430198059209
"big_chance_scored_p90",0,0.191227449998434
"big_chance_missed_p90",-0.00892791207844287,0.355873881998744
"assists_p90",-0.000501633832666198,0.126650438876279
"big_chance_created_p90",-0.0266922888760901,0.288893779014342
"total_att_assist_p90",-0.00258956476266064,1.56439450716862
"key_passes_p90",-0.00922437393787734,1.61282458793123
"through_balls_p90",-0.0232703934282698,0.365806546721064
"passes_p90",0,80.9811056746202
"passes_accurate_p90",-0.00304126498993005,79.136731949829
"final_third_passes_p90",-0.00864130971588428,22.1492861200435
"long_balls_p90",0.00384777232466685,7.88945083852243
"crosses_p90",0,4.03155152810115
"forward_pass_p90",-0.00105468773102174,21.0589442397858
"tackles_p90",0.0011509638923018,2.18225046925543
"tackles_won_p90",0,1.73235410196059
"interceptions_p90",-0.00287775727306234,1.24472948818454
"interceptions_won_p90",-0.000891088571391852,1.24464997041917
"clearances_p90",0,4.22570091093265
"clearances_effective_p90",0.00594983771339154,3.9312758531761
"blocks_p90",0.00920817000629983,0.483610738442017
"blocked_passes_p90",0,1.31403489066023
"duel_won_p90",0,6.00563790038185
"duel_lost_p90",0,6.27109154065332
"aerial_won_p90",0,3.51250097757226
"aerial_lost_p90",0,3.47280280841811
"touches_p90",0,88.8164199227369
"touches_opp_box_p90",-0.0277479589664155,6.07255053059837
"poss_won_def3rd_p90",-0.0129065194588774,1.69502407602081
"poss_won_mid3rd_p90",0,3.03829542093532
"poss_won_att3rd_p90",-0.00630091072149399,0.570648726752192
"ball_recovery_p90",0.035334919861684,3.80934596337779
"dispossessed_p90",-0.0051735588432958,1.64682578203966
"turnover_p90",-0.00521129497840634,2.33412589338951
"times_tackled_p90",0,5.67841312357088
"corners_taken_p90",-0.00298381593673036,1.66651874097713
"corners_won_p90",0,0.931857841902656
"pen_area_entries_p90",0,5.23015394904211
"final_third_entries_p90",0.0138324850631945,8.37954283989761
"fouls_p90",0.000510317854996457,1.54801501881837
"was_fouled_p90",0.00408028888930717,1.4416724693872
"fwd_zone_pass_p90",-0.0131277986750147,44.7847681295502
"open_play_pass_p90",0,79.7581846418814
"error_lead_to_shot_p90",0.00339390996536654,0.0368307982877519
"error_lead_to_goal_p90",0,0.0152224899983508
"att_fastbreak_p90",-0.000918116680825766,0.151704236714105
"shot_fastbreak_p90",-0.00536758485301781,0.249731247841716
"att_openplay_p90",-0.0076897845223974,1.56000822269992
"att_setpiece_p90",0,0.233721214440838
"att_headed_p90",-0.00293606292676355,0.537323968401593
"att_one_on_one_p90",0,0.108942887877952
"crosses_open_play_p90",0,2.51148349187246
"penalty_won_p90",0,0.0719122796537643
"penalty_conceded_p90",0,0.0774238418753108
"offtarget_att_assist_p90",-0.00482970066862932,0.764688311700026
"last_man_tackle_p90",-0.00780043104025005,0.017194329116984
"six_yard_block_p90",-0.0160394476306918,0.0462126562733127
"clearance_off_line_p90",0.000912720916955592,0.0588505300448525
"unsuccessful_touch_p90",-0.00516862744745883,2.33412589338951
"overrun_p90",0,0.286786597353011
"flick_on_p90",-0.0119400818573876,1.98590805447035
"xg_per90",0,0.322406154509034
"npxg_per90",0,0.290424826074474
"xa_per90_xmetrics",-0.00420140697764276,0.195981574719919
"xpass_overperformance_per90_xmetrics",-0.0162766141246856,6.51577185847833
"npg_minus_npxg_per90",0,0.182707168520116
"placement_added_per90",0,0.119537045889911
"aerial_woe_per90",0.00453594288442704,0.907442776256728
"aerial_poss_woe_per90",-0.00224615864395884,0.436102099085526
"takeon_woe_per90",0,0.781695004509714
"tackle_poss_woe_per90",-0.00371098929744375,0.889605824709146
"containment_woe_per90",0.00231145566093614,0.628565318583376
