"stat_name","beta","sd"
"saves_p90",0.00957437175854009,0.45026283927379
"saves_ibox_p90",0.0121479341133484,0.468463970843339
"saves_obox_p90",0,0.318076685437997
"keeper_sweeper_p90",0.0214606211700524,0.265007089035665
"gk_smother_p90",-0.00629728484141823,0.0901672470564557
"high_claim_p90",-0.0318958217982923,0.387266121562185
"good_high_claim_p90",-5.11614678292987e-05,0.365629322307492
"punches_p90",-0.0116899237651829,0.200679982137453
"keeper_throws_p90",0,1.26661862326363
"keeper_pickup_p90",-0.00405627592825693,1.62084162276324
"save_percentage",0.00154850277115415,0.0550394285843501
"keeper_sweeper_accuracy",-6.5424753613135e-05,0.203777354578229
"passes_p90",0.0204849356351313,94.9320924282712
"passes_accurate_p90",0,90.6668067264881
"pass_accuracy",-0.0201678072691685,0.473131604045162
"long_balls_p90",-0.0467874255274539,11.2631318311687
"long_ball_accuracy",0.0122613056464107,0.626917141821634
"long_pass_own_to_opp_accuracy",0.0360018945249266,0.52031696626297
"goals_conceded_p90",0.0174582112038457,1.10757002360421
"clearances_p90",-0.0188739920583848,4.48179441165682
"aerial_won_p90",0,4.36313677818005
"aerial_lost_p90",-0.0114699591703543,3.98975935772703
"aerial_success",-0.0221739377924627,0.467793458918241
"touches_p90",0.0431001328693226,107.423448373063
"error_lead_to_shot_p90",-0.00546416687516871,0.0318011275315172
"error_lead_to_goal_p90",-0.00140131290379803,0.0107781342784852
